title_type,primary_title,genres,runtime_minutes,num_votes,average_rating,start_year
short,The Land of Oz,"Fantasy,Short",,35,6.8,1910.0
short,Rêves enfantins,"Animation,Short",6.0,63,5.7,1910.0
short,A Woman's Treachery,"Crime,Drama,Short",10.0,13,4.2,1910.0
short,The Police Force of New York City,"Documentary,Short",9.0,34,5.6,1910.0
short,Comment les pauvres mangent à Paris,"Documentary,Short",4.0,19,6.3,1910.0
short,"Lake Garda, Northern Italy","Documentary,Short",9.0,8,7.3,1910.0
short,A Christmas Carol,"Drama,Fantasy,Short",11.0,758,6.0,1910.0
short,The Life of Moliere,"Biography,Drama,Short",20.0,78,5.8,1910.0
movie,Beatrice Cenci,,,15,4.6,1911.0
short,Zigomar the Eelskin,Short,40.0,10,6.7,1911.0
short,Amour et science,Short,,8,6.2,1911.0
short,Badlif vid Mölle,Short,6.0,10,3.9,1911.0
short,Ponrepovo Kouzelnictvi,Short,,5,5.6,1911.0
movie,The Luck of Roaring Camp,Western,48.0,15,3.4,1911.0
short,The Maid at the Helm,"Drama,Short",14.0,19,5.1,1911.0
short,For Love of an Enemy,"Drama,Short",15.0,13,3.8,1911.0
short,The Crusaders,"Drama,Short",15.0,22,5.4,1911.0
short,Artful Kate,"Drama,Short",10.0,38,5.7,1911.0
short,Her Awakening,"Drama,Short",18.0,18,6.6,1911.0
short,A Terrible Discovery,"Drama,Short",20.0,11,4.4,1911.0
short,The Blacksmith's Love,"Drama,Short",16.0,24,5.9,1911.0
short,A Woman Scorned,"Drama,Short",18.0,24,6.2,1911.0
short,Bukseskørtet,"Comedy,Short",8.0,12,5.0,1911.0
short,Patouillard crieur de journaux,"Comedy,Short",6.0,13,4.8,1911.0
short,Billy's Séance,"Comedy,Short",6.0,17,4.1,1911.0
short,Jobard a tué sa belle-mère,"Comedy,Short",8.0,47,5.3,1911.0
short,L'ombrelle,"Comedy,Short",8.0,10,5.4,1911.0
short,The Two Obadiahs,"Comedy,Short",,8,5.0,1911.0
short,Léontine s'envole,"Comedy,Short",,17,6.6,1911.0
short,The Blind Princess and the Poet,"Romance,Short",,51,4.8,1911.0
short,The Chief's Daughter,"Romance,Short",17.0,35,4.0,1911.0
short,The Mother of the Ranch,"Short,Western",,14,5.2,1911.0
short,Les fantaisies d'Agénor Maltracé,"Animation,Short",5.0,56,5.4,1911.0
short,By a Woman's Wit,"Drama,Short,War",15.0,25,4.5,1911.0
short,The Miser's Heart,"Crime,Drama,Short",18.0,283,6.3,1911.0
short,The Diver,"Documentary,Short",8.0,21,4.9,1911.0
short,Romanska delegacija vo poseta na Resen,"Documentary,Short",4.0,75,5.0,1911.0
short,Panorama Na Grevena,"Documentary,Short",1.0,94,5.1,1911.0
short,Crkva vo Grevena,"Documentary,Short",1.0,86,4.7,1911.0
short,When a Man Loves,"Drama,Romance,Short",17.0,40,5.8,1911.0
short,The Automatic Motorist,"Comedy,Fantasy,Sci-Fi",10.0,109,5.9,1911.0
short,Richard III,"Biography,Drama,History",23.0,215,5.7,1911.0
movie,Il y a des pieds au plafond,,,10,5.6,1912.0
movie,Napoléon,,,10,6.3,1912.0
movie,Anfisa,Drama,45.0,12,6.0,1912.0
movie,Pilgrim's Progress,Drama,,32,5.4,1912.0
short,Bandits en automobile - Épisode 2: Hors-la-loi,Short,,23,6.7,1912.0
short,A Pueblo Romance,Short,,18,3.5,1912.0
short,Superstition andalouse,Short,10.0,125,6.0,1912.0
movie,For a Baby's Sake,Adventure,,18,5.0,1912.0
short,The Cry of the Children,"Drama,Short",29.0,316,6.2,1912.0
short,From the Submerged,"Drama,Short",11.0,95,6.1,1912.0
short,The Gardener,"Drama,Short",24.0,223,5.8,1912.0
short,The Bond of Music,"Drama,Short",12.0,19,4.6,1912.0
short,Les batailles de la vie - Épisode 1: Aux feux de la rampe,"Drama,Short",12.0,10,5.9,1912.0
short,The Girl in the Arm-Chair,"Drama,Short",10.0,146,5.5,1912.0
short,The Victoria Cross,"Drama,Short",15.0,24,4.8,1912.0
short,The County Fair,"Drama,Short",,80,5.8,1912.0
short,Bratya Razboiniki,"Drama,Short",20.0,49,5.8,1912.0
short,Purzel als Schornsteinfeger,"Comedy,Short",3.0,6,4.6,1912.0
short,Calino dompteur par amour,"Comedy,Short",7.0,36,5.0,1912.0
short,Mabel's Adventures,"Comedy,Short",,15,5.3,1912.0
short,Max et le mari jaloux,"Comedy,Short",14.0,31,5.8,1912.0
short,One Exciting Night,"Comedy,Short",7.0,71,5.7,1912.0
short,Wanted a Wife in a Hurry,"Comedy,Short",9.0,19,3.9,1912.0
short,Max boxeur par amour,"Comedy,Short",,32,5.6,1912.0
short,The Skeleton,"Comedy,Short",,17,5.5,1912.0
short,The Speckled Band,"Mystery,Short",,9,6.6,1912.0
short,My Hero,"Short,Western",17.0,11,6.2,1912.0
short,Coeur-Ardent,"Short,Western",13.0,54,5.8,1912.0
short,The Chief's Blanket,"Short,Western",,38,4.9,1912.0
short,The Evils of Alcohol,"Animation,Short",,21,6.0,1912.0
short,Bologna monumentale,"Documentary,Short",5.0,24,6.3,1912.0
short,Otvoranje na gradska kafeana vo Bitola,"Documentary,Short",2.0,87,4.6,1912.0
short,Love Amongst the Lions,"Comedy,Drama,Short",25.0,14,5.7,1912.0
short,Making an American Citizen,"Comedy,Drama,Short",16.0,373,5.3,1912.0
short,The Maniac,"Drama,Horror,Short",8.0,16,5.3,1912.0
short,The Sunbeam,"Drama,Romance,Short",17.0,401,6.2,1912.0
short,Alma's Champion,"Drama,Romance,Short",14.0,19,3.6,1912.0
short,The Post Telegrapher,"Drama,Short,Western",20.0,22,5.3,1912.0
short,The Copper Beeches,"Drama,Mystery,Romance",19.0,80,5.4,1912.0
movie,Jess,"Adventure,Drama,Romance",,30,5.2,1912.0
movie,Die Jagd nach der Hundertpfundnote oder Die Reise um die Welt,,74.0,13,5.4,1913.0
movie,Der Millionenonkel,,90.0,22,4.4,1913.0
movie,La dame de Monsoreau,,,8,6.0,1913.0
movie,When Paris Loves,Drama,50.0,9,6.7,1913.0
short,L'ultima vittima,Short,35.0,12,5.0,1913.0
short,Cinderella,Short,27.0,22,5.1,1913.0
short,The Edison Kinetophone,Short,6.0,8,6.1,1913.0
short,La vengeance du sergent de la ville,"Drama,Short",,7,5.6,1913.0
short,The Sign of the Black Lily,"Drama,Short",22.0,8,6.2,1913.0
short,Hiawatha,"Drama,Short",40.0,14,6.0,1913.0
short,The Tiniest of Stars,"Drama,Short",16.0,24,5.7,1913.0
short,The Stolen Loaf,"Drama,Short",,12,5.8,1913.0
short,The One Good Turn,"Drama,Short",16.0,11,5.8,1913.0
short,Saved by the Juvenile Court,"Drama,Short",,27,4.6,1913.0
short,The House of Darkness,"Drama,Short",17.0,352,6.1,1913.0
short,Un mariage imprévu,"Comedy,Short",8.0,28,6.2,1913.0
short,Robinet guardia ciclista,"Comedy,Short",,10,4.0,1913.0
short,Boireau empoisonneur,"Comedy,Short",,9,6.7,1913.0
short,Zoé et le parapluie miraculeux,"Comedy,Short",4.0,16,6.3,1913.0
short,Bout-de-Zan au bal masqué,"Comedy,Short",,7,4.7,1913.0
short,Karl Valentins Hochzeit,"Comedy,Short",10.0,32,6.2,1913.0
short,Zoé a la main malheureuse,"Comedy,Short",,5,5.6,1913.0
short,Cutey Plays Detective,"Comedy,Short",11.0,18,5.3,1913.0
short,Kri-Kri fuma l'oppio,"Comedy,Short",5.0,17,4.8,1913.0
short,A Barber Cure,"Comedy,Short",8.0,16,4.5,1913.0
short,Le bazar mystérieux,"Comedy,Short",2.0,11,5.6,1913.0
movie,Tess of the D'Urbervilles,"Drama,Romance",,26,5.8,1913.0
short,The Yaqui Cur,"Short,Western",33.0,17,6.0,1913.0
short,Dances of the Ages,"Documentary,Short",11.0,10,5.1,1913.0
short,The Life of Dante,"Drama,Romance,Short",44.0,19,5.9,1913.0
short,One on Romance,"Comedy,Romance,Short",,17,8.4,1913.0
short,A Serenade by Proxy,"Comedy,Romance,Short",14.0,89,5.4,1913.0
short,"$1, 000 Reward","Comedy,Short,Western",,20,6.2,1913.0
short,A Proposal from the Duke,"Action,Adventure,Short",15.0,7,4.2,1913.0
short,The Werewolf,"Adventure,Drama,Fantasy",18.0,54,6.1,1913.0
movie,"Salambo, a $100,000 Spectacle",,84.0,19,6.2,1914.0
movie,Sonka the Golden Hand,,,27,7.1,1914.0
movie,El alcalde de Zalamea,,,10,4.0,1914.0
movie,Beverly of Graustark,Drama,57.0,25,4.3,1914.0
movie,"A Mexican Mine Fraud; or, The Game That Failed",Drama,59.0,14,4.3,1914.0
movie,Martin Eden,Drama,50.0,22,5.9,1914.0
short,Il focolare domestico,Short,42.0,12,4.7,1914.0
movie,In the Days of the Thundering Herd,Western,48.0,36,5.5,1914.0
movie,Down with Weapons,"Drama,War",73.0,45,6.0,1914.0
short,A Christmas Carol,"Drama,Short",22.0,90,5.6,1914.0
short,Classmates,"Drama,Short",40.0,38,4.9,1914.0
short,The Lumberjack,"Drama,Short",16.0,7,5.3,1914.0
movie,What's His Name,"Comedy,Drama",,27,6.4,1914.0
short,Little Billy's Triumph,"Comedy,Short",10.0,56,4.5,1914.0
short,Kidnapping the Kid,"Comedy,Short",,12,6.4,1914.0
short,Daisy Doodad's Dial,"Comedy,Short",9.0,227,6.2,1914.0
short,Caught in a Cabaret,"Comedy,Short",30.0,1415,5.7,1914.0
short,Batty Bill's Pertinacity,"Comedy,Short",10.0,24,6.0,1914.0
short,Wanted: An Heir,"Comedy,Short",,42,2.0,1914.0
short,Building a Fire,"Comedy,Short",,12,6.6,1914.0
short,In Wrong,"Comedy,Short",,11,4.3,1914.0
short,His Prehistoric Past,"Comedy,Short",22.0,979,5.3,1914.0
short,Dough and Dynamite,"Comedy,Short",33.0,1099,5.9,1914.0
short,A Train of Incidents,"Comedy,Short",,11,5.0,1914.0
short,The Smuggler's Daughter,"Comedy,Short",,17,6.8,1914.0
short,The Man with Wax Faces,"Horror,Short",11.0,210,6.1,1914.0
short,One of the Bravest,"Drama,Short,War",27.0,13,4.6,1914.0
movie,The Avenging Conscience: or 'Thou Shalt Not Kill',"Crime,Drama,Horror",78.0,1325,6.4,1914.0
short,Come Back to Erin,"Drama,Romance,Short",,9,5.4,1914.0
short,"Lincoln, the Lover","Biography,Romance,Short",10.0,11,8.2,1914.0
movie,Pasionaria,,25.0,13,4.6,1915.0
movie,Silvio Pellico,,,9,5.5,1915.0
movie,A Butterfly on the Wheel,Drama,50.0,66,6.5,1915.0
movie,The Undesirable,Drama,67.0,222,6.2,1915.0
movie,Caste,Comedy,,15,5.8,1915.0
movie,Rumpelstiltskin,Fantasy,,26,5.7,1915.0
movie,The Disciple,Western,50.0,41,6.6,1915.0
movie,The Diamond from the Sky,Adventure,,23,5.1,1915.0
movie,L'aventurier,Adventure,,13,5.3,1915.0
short,Old Jane of the Gaiety,"Drama,Short",16.0,21,5.0,1915.0
short,The Price of Betrayal,"Drama,Short",40.0,28,6.9,1915.0
short,The Gilded Cage,"Drama,Short",,22,5.4,1915.0
short,The Soap-Suds Star,"Comedy,Short",15.0,29,5.2,1915.0
short,Ham in a Harem,"Comedy,Short",,12,3.2,1915.0
short,Hash House Mashers,"Comedy,Short",11.0,103,5.3,1915.0
short,Something in Her Eye,"Comedy,Short",8.0,59,5.5,1915.0
short,They Looked Alike,"Comedy,Short",,28,5.1,1915.0
short,The Marvelous Marathoner,"Comedy,Short",13.0,21,5.1,1915.0
movie,Temptation,"Drama,Romance",60.0,21,5.7,1915.0
movie,Old Heidelberg,"Drama,Romance",50.0,43,6.6,1915.0
movie,Saved from the Harem,"Adventure,Drama",,18,7.0,1915.0
movie,After Five,"Comedy,Thriller",50.0,24,4.0,1915.0
short,Kidnapped in New York,"Crime,Drama,Short",40.0,19,4.9,1915.0
movie,1915 World's Championship Series,"Documentary,Sport",,20,8.4,1915.0
short,"Love, Speed and Thrills","Action,Comedy,Short",13.0,161,5.1,1915.0
short,Colonel Heeza Liar Foils the Enemy,"Animation,Comedy,Short",,34,4.5,1915.0
movie,A Texas Steer,"Action,Adventure,Comedy",,32,2.5,1915.0
movie,Seven of Spades,,,27,4.5,1916.0
movie,"Homunculus, 3. Teil - Die Liebeskomödie des Homunculus",,64.0,17,6.5,1916.0
movie,The Dream Girl,Drama,,24,6.6,1916.0
movie,The Call of the Cumberlands,Drama,62.0,134,6.2,1916.0
movie,Sønnen,Drama,47.0,8,5.2,1916.0
movie,Little Mary Sunshine,Drama,46.0,52,6.6,1916.0
movie,Her Bleeding Heart,Drama,,26,4.0,1916.0
short,Les exploits de Farfadet,Short,2.0,42,5.0,1916.0
short,Concerning One Thousand Dollars,Short,1.0,31,5.1,1916.0
short,La guerra d'Italia a 3000 metri sull'Adamello,Short,11.0,9,5.3,1916.0
short,La peine du talion,Short,,11,6.9,1916.0
movie,The Picture of Dorian Gray,Horror,,39,6.0,1916.0
short,Her Defiance,"Drama,Short",21.0,105,6.3,1916.0
short,The Father of Her Child,"Drama,Short",20.0,11,4.8,1916.0
short,An Odd Freak,"Comedy,Short",,22,7.5,1916.0
short,The Man from Egypt,"Comedy,Short",14.0,26,5.1,1916.0
short,Fatty and Mabel Adrift,"Comedy,Short",34.0,457,6.7,1916.0
short,He Winked and Won,"Comedy,Short",,13,6.0,1916.0
short,While You Wait,"Comedy,Short",,5,4.8,1916.0
short,Walls and Wallops,"Comedy,Short",,10,5.4,1916.0
short,The Feathered Nest,"Comedy,Short",,14,5.6,1916.0
movie,Into the Primitive,"Adventure,Drama",,17,5.4,1916.0
movie,Disraeli,"Biography,Drama",60.0,13,6.1,1916.0
movie,Kitchener's Great Army in the Battle of the Somme,"Documentary,War",74.0,433,6.6,1916.0
movie,An Enemy to the King,"Adventure,History",60.0,22,6.2,1916.0
short,Rituaes e Festas Bororo,"Documentary,Short",26.0,11,6.9,1916.0
short,Fleur de Paris,"Drama,Romance,Short",40.0,15,6.9,1916.0
short,Local Color on the A-1 Ranch,"Comedy,Short,Western",14.0,33,6.9,1916.0
movie,The Queen of Spades,"Drama,Fantasy,Horror",63.0,774,6.7,1916.0
short,Bobby Bumps and His Pointer Pup,"Animation,Comedy,Short",6.0,61,5.9,1916.0
short,A Day with Governor Whitman,"Biography,Documentary,Short",,36,5.4,1916.0
movie,Sangre y arena,,65.0,26,5.7,1917.0
movie,A föld rabjai,,,13,4.8,1917.0
movie,Behind the Screen,,,24,6.7,1917.0
movie,The Suburban Vicar,Drama,70.0,25,5.5,1917.0
movie,Peach Blossom,Drama,90.0,31,6.1,1917.0
movie,Polly of the Circus,Drama,80.0,62,7.0,1917.0
movie,Revelj,Drama,73.0,13,5.5,1917.0
movie,Mothers of Men,Drama,60.0,98,5.7,1917.0
short,In the Fetters of Darkness,Short,40.0,8,5.7,1917.0
short,"Friends, Romans and Leo",Short,12.0,22,4.8,1917.0
movie,Gift o' Gab,Comedy,65.0,13,4.6,1917.0
movie,Dioguinho,Adventure,72.0,12,6.2,1917.0
movie,The Scarlet Pimpernel,Adventure,50.0,28,7.4,1917.0
movie,The Submarine Eye,Adventure,,19,3.3,1917.0
short,Die schwarze Loo,"Drama,Short",42.0,12,5.8,1917.0
short,Cenere,"Drama,Short",30.0,195,6.0,1917.0
short,Move On,"Comedy,Short",5.0,106,4.9,1917.0
short,Max and the Purse,"Comedy,Short",9.0,44,6.0,1917.0
short,Easy Street,"Comedy,Short",24.0,5511,7.5,1917.0
short,Are Waitresses Safe?,"Comedy,Short",20.0,13,6.4,1917.0
short,A Studio Stampede,"Comedy,Short",,20,4.8,1917.0
short,The Butcher Boy,"Comedy,Short",30.0,1699,6.3,1917.0
short,The Chief Cook,"Comedy,Short",15.0,39,4.7,1917.0
short,The Devil's Assistant,"Horror,Short",23.0,33,6.9,1917.0
movie,Wenn das Herz in Haß erglüht,"Drama,Romance",50.0,7,4.8,1917.0
short,Judex: Le pardon d'amour,"Adventure,Short",13.0,40,6.6,1917.0
short,Judex: La Femme en noir,"Adventure,Short",30.0,40,6.7,1917.0
short,The United Snakes of America,"Animation,Short",1.0,41,5.1,1917.0
movie,The Great Secret,"Action,Adventure",,25,5.4,1917.0
movie,Arsene Lupin,"Crime,Drama,Mystery",50.0,17,5.2,1917.0
movie,Fangen fra Erie Country Tugthus,,52.0,6,5.2,1918.0
movie,Andor,,,14,8.7,1918.0
movie,A skorpió I.,Drama,,24,4.5,1918.0
movie,The Devil,Drama,,37,5.6,1918.0
movie,Carmen,Drama,70.0,376,6.0,1918.0
movie,"Be Silent, My Sorrow, Be Silent",Drama,81.0,138,6.2,1918.0
movie,Cupid Angling,Drama,,50,7.4,1918.0
movie,Alemdar Mustafa Pasa,Drama,,12,5.8,1918.0
movie,When Men Betray,Drama,60.0,15,5.7,1918.0
short,Proekt inzhenera Prayta,Short,30.0,130,5.6,1918.0
movie,The Admirable Crichton,Comedy,,17,6.5,1918.0
movie,"$5,000 Reward",Mystery,50.0,22,5.3,1918.0
movie,The Gun Woman,Western,50.0,28,7.4,1918.0
movie,Beautiful Japan,Documentary,133.0,74,5.8,1918.0
movie,The House of Hate,"Action,Drama",410.0,28,6.8,1918.0
short,The Paperhangers' Revenge,"Comedy,Short",,5,4.0,1918.0
short,An Ozark Romance,"Comedy,Short",10.0,13,5.6,1918.0
short,Business Before Honesty,"Comedy,Short",,12,8.4,1918.0
movie,"Rich Man, Poor Man","Drama,Romance",50.0,20,7.0,1918.0
short,The Count of Monte Cristo - Episode 7: The Philanthropist,"Adventure,Short",,9,5.8,1918.0
short,Le comte de Monte Cristo - Épisode 12: Le crédit illimité,"Adventure,Short",,9,5.7,1918.0
movie,America's Answer,"Documentary,War",80.0,10,5.0,1918.0
movie,Wolves of Kultur,"Action,Adventure",330.0,39,5.8,1918.0
movie,Revolutionens datter,"Comedy,Drama,Romance",52.0,32,5.5,1918.0
movie,Denny from Ireland,"Comedy,Drama,Western",,38,2.2,1918.0
short,Bobby Bumps on the Doughnut Trail,"Animation,Comedy,Short",,15,5.6,1918.0
short,Policy and Pie,"Animation,Comedy,Short",7.0,120,5.4,1918.0
short,Bobby Bumps' Fight,"Animation,Comedy,Short",,15,4.2,1918.0
movie,Eyes Without a Face,,,18,6.1,1919.0
movie,Juan sin ropa,,,24,5.7,1919.0
movie,Justitia,,,8,4.7,1919.0
movie,Der unsichtbare Gast,Crime,,9,6.6,1919.0
movie,The Miracle Man,Drama,80.0,250,6.8,1919.0
movie,The Greatest Question,Drama,80.0,736,6.0,1919.0
movie,Broken Barriers,Drama,70.0,18,5.6,1919.0
movie,The New Moon,Drama,60.0,17,6.7,1919.0
movie,Liliom,Drama,,31,6.2,1919.0
movie,The Masked Rider,Drama,300.0,22,6.6,1919.0
movie,The Darkest Hour,Drama,50.0,16,6.2,1919.0
movie,The End of the Road,Drama,69.0,13,5.6,1919.0
movie,Aberglaube,Drama,,12,6.2,1919.0
movie,Dangerous Hours,Drama,70.0,61,5.2,1919.0
short,Umanità,Short,,7,6.5,1919.0
movie,The Prince and Betty,Comedy,50.0,15,7.0,1919.0
movie,Getting Mary Married,Comedy,65.0,239,6.3,1919.0
movie,Blind Husbands,"Drama,Romance",102.0,1620,6.9,1919.0
short,So They Tell Me,"Animation,Short",5.0,17,3.7,1919.0
movie,The Roaring Road,"Comedy,Drama,Sport",58.0,642,5.8,1919.0
movie,The Man Hunter,"Action,Adventure,Drama",60.0,24,6.5,1919.0
short,Bobby Bumps and the Hypnotic Eye,"Animation,Comedy,Short",4.0,24,4.9,1919.0
movie,Wings of the Morning,"Adventure,Drama,Romance",60.0,20,2.2,1919.0
movie,Around the World in 80 Days,"Adventure,Drama,Romance",121.0,16,6.6,1919.0
movie,The Tiger's Trail,"Action,Adventure,Romance",300.0,22,2.7,1919.0
movie,Hawthorne of the U.S.A.,"Adventure,Comedy,Romance",57.0,400,5.0,1919.0
movie,Darwin,,,7,8.0,1920.0
movie,On Our Selection,,74.0,16,5.6,1920.0
movie,Die geschlossene Kette,,,14,6.3,1920.0
movie,Helleveeg,,,12,5.6,1920.0
movie,The Fortune Teller,Drama,70.0,52,7.2,1920.0
movie,Hairpins,Drama,50.0,19,6.0,1920.0
movie,Godless Men,Drama,70.0,32,5.2,1920.0
short,Professor Steinacks Metode el. Foryngelseskuren,Short,,6,5.0,1920.0
movie,Weltbrand,"Crime,Drama",77.0,15,7.0,1920.0
short,The Suitor,"Comedy,Short",,24,6.1,1920.0
short,Grab the Ghost,"Comedy,Short",9.0,19,5.5,1920.0
short,Dry and Thirsty,"Comedy,Short",12.0,68,4.8,1920.0
short,Circus Day,"Comedy,Short",,11,4.8,1920.0
short,The Backyard,"Comedy,Short",,24,5.8,1920.0
movie,Sand,"Crime,Western",50.0,63,7.0,1920.0
movie,Hypnose,"Drama,Mystery",96.0,16,6.5,1920.0
short,Der Einbruch,"Animation,Short",2.0,40,5.1,1920.0
short,The Wrong Track,"Animation,Short",3.0,16,6.6,1920.0
movie,Elmo the Fearless,"Action,Adventure",,27,2.5,1920.0
movie,The Lost City,"Action,Adventure",300.0,32,3.8,1920.0
movie,The Screaming Shadow,"Action,Adventure",,24,5.9,1920.0
movie,The Girl of My Heart,"Adventure,Western",50.0,15,5.1,1920.0
movie,The Price of Redemption,"Adventure,Crime,Drama",60.0,19,5.0,1920.0
movie,The Mollycoddle,"Adventure,Comedy,Romance",86.0,197,6.6,1920.0
movie,A Girl of the Bush,,91.0,19,5.5,1921.0
movie,Pour don Carlos,,90.0,30,6.1,1921.0
movie,Whispering Shadows,Drama,,24,5.6,1921.0
movie,The Flower of the North,Drama,93.0,13,6.5,1921.0
movie,Sybil,Drama,,15,5.6,1921.0
movie,All Souls' Eve,Drama,60.0,14,6.2,1921.0
movie,The Dollar-a-Year Man,Comedy,50.0,19,7.3,1921.0
movie,Be My Wife,Comedy,55.0,449,6.8,1921.0
movie,Enchantment,Comedy,90.0,308,6.3,1921.0
movie,The Killer,Western,60.0,23,7.0,1921.0
movie,'If Only' Jim,Western,50.0,35,3.3,1921.0
movie,The Freeze-Out,Western,50.0,53,3.8,1921.0
movie,Beach of Dreams,Adventure,50.0,17,6.8,1921.0
movie,La regina dei Caraibi,Adventure,,10,4.0,1921.0
movie,Die Hochbahnkatastrophe,Adventure,,15,5.3,1921.0
movie,The Torrent,Adventure,50.0,17,1.7,1921.0
movie,Die Abenteuer eines Ermordeten - 2. Der Smaragd des Badjah von Panlanzur,Adventure,,13,6.6,1921.0
movie,The Penniless Millionaire,Adventure,,11,6.1,1921.0
movie,Catching a Coon,Adventure,50.0,28,6.1,1921.0
short,By Right of Birth,"Drama,Short",4.0,103,5.0,1921.0
short,Prince Pistachio,"Comedy,Short",,11,5.2,1921.0
movie,Ludzie bez jutra,"Drama,Romance",83.0,23,6.6,1921.0
movie,The Blot,"Drama,Romance",91.0,636,6.7,1921.0
short,Elsie and the Brown Bunny,"Fantasy,Short",8.0,52,4.9,1921.0
movie,The Murder of General Gryaznov,"Action,Adventure",50.0,60,5.8,1921.0
short,Swat That Fly,"Documentary,Short",,9,5.4,1921.0
short,Sleepy Hollow,"Documentary,Short",,6,4.4,1921.0
short,L'atelier faiminette,"Action,Adult,Short",5.0,65,5.8,1921.0
movie,The Mechanical Man,"Comedy,Horror,Sci-Fi",80.0,265,5.9,1921.0
movie,Orphans of the Storm,"Drama,History,Romance",150.0,5280,7.3,1921.0
movie,Little Miss Smiles,Drama,50.0,49,3.7,1922.0
movie,My Wild Irish Rose,Drama,70.0,17,2.3,1922.0
movie,Ai no kusabi,Drama,,39,7.4,1922.0
movie,Alexandra,Drama,83.0,20,6.0,1922.0
movie,Marizza,Drama,50.0,99,6.5,1922.0
movie,Come on Over,Comedy,60.0,23,6.2,1922.0
movie,Barb Wire,Western,,20,5.0,1922.0
movie,Der Abenteurer,Adventure,,11,1.0,1922.0
movie,The Fire Bride,Adventure,50.0,14,6.0,1922.0
short,Kino-pravda no. 9,"News,Short",12.0,79,5.7,1922.0
movie,The Vicar of Vejlby,"Crime,Drama",79.0,6,6.2,1922.0
movie,Trapped by the Mormons,"Crime,Drama",97.0,166,5.5,1922.0
movie,O Rio Grande do Sul,Documentary,,8,8.9,1922.0
movie,The Rapids,"Action,Drama",,24,4.4,1922.0
short,A Barnyard Cavalier,"Comedy,Short",,14,5.1,1922.0
short,Shiver and Shake,"Comedy,Short",,35,4.9,1922.0
short,Gymnasium Jim,"Comedy,Short",19.0,72,6.4,1922.0
short,Take Next Car,"Comedy,Short",10.0,19,6.0,1922.0
movie,Polly of the Follies,"Comedy,Romance",70.0,15,6.5,1922.0
movie,Dr. Jack,"Comedy,Romance",60.0,1575,7.1,1922.0
movie,Ebb Tide,"Adventure,Drama",80.0,20,4.7,1922.0
movie,Nan of the North,"Action,Adventure",300.0,22,5.9,1922.0
movie,Sky High,"Action,Drama,Romance",58.0,236,5.9,1922.0
movie,A Blind Bargain,"Drama,Horror,Mystery",57.0,60,6.4,1922.0
movie,One Exciting Night,"Comedy,Horror,Mystery",128.0,163,5.5,1922.0
movie,Year 1863,"Drama,History,Romance",93.0,29,6.1,1922.0
movie,South of Northern Lights,"Action,Adventure,Drama",55.0,21,5.2,1922.0
short,Bubbles,"Animation,Comedy,Short",7.0,112,6.4,1922.0
short,The Original Movie.,"Animation,Comedy,Short",8.0,249,6.4,1922.0
movie,"Dr. Mabuse, the Gambler","Crime,Mystery,Thriller",242.0,8716,7.8,1922.0
short,Cinderella,"Animation,Fantasy,Romance",7.0,444,5.5,1922.0
movie,Man by the Roadside,,,25,4.9,1923.0
movie,"Rosario, la cortijera",Drama,70.0,6,4.2,1923.0
movie,The Irony of Fate,Drama,,47,7.4,1923.0
movie,Wilhelm Tell,Drama,85.0,37,5.6,1923.0
movie,Curro Vargas,Drama,101.0,17,6.0,1923.0
movie,Paris Urchin,Comedy,120.0,25,6.7,1923.0
movie,The Shriek of Araby,Comedy,50.0,42,5.7,1923.0
movie,The Call of the Canyon,Western,70.0,35,5.0,1923.0
movie,Fires of Fate,Adventure,,12,4.7,1923.0
movie,The Fair Maid of Perth,Adventure,,10,4.6,1923.0
short,The Casting Couch,"Adult,Short",,47,3.2,1923.0
movie,Boston Blackie,"Crime,Drama",50.0,23,6.8,1923.0
short,Shoot Straight,"Comedy,Short",10.0,26,5.4,1923.0
short,Oil's Well,"Comedy,Short",,19,5.9,1923.0
short,The Uncovered Wagon,"Comedy,Short",,34,6.7,1923.0
movie,La roche du diable,"Adventure,Crime",,9,6.0,1923.0
short,Felix Tries for Treasure,"Animation,Short",7.0,21,5.0,1923.0
movie,"Robin Hood, Jr.","Adventure,Family",,30,2.6,1923.0
short,Rudolph Valentino and His 88 American Beauties,"Documentary,Short",13.0,61,5.2,1923.0
short,The Cobbler,"Comedy,Family,Short",20.0,79,6.3,1923.0
short,A Christmas Carol,"Drama,Fantasy,Short",25.0,91,6.1,1923.0
movie,Nedbrudte nerver,"Comedy,Crime,Mystery",75.0,58,6.5,1923.0
movie,North of Hudson Bay,"Action,Adventure,Drama",50.0,116,5.3,1923.0
short,False Alarm,"Animation,Comedy,Short",12.0,51,6.6,1923.0
short,The Puzzle,"Animation,Comedy,Short",8.0,38,6.7,1923.0
movie,Beasts of Paradise,"Action,Adventure,Mystery",300.0,23,7.0,1923.0
movie,In the Pillory,"Action,Adventure,Romance",60.0,29,6.2,1923.0
movie,Studenterna på Tröstehult,,96.0,16,5.2,1924.0
movie,Das Haus am Meer,,62.0,13,7.6,1924.0
movie,Geared to Go,Drama,50.0,17,7.1,1924.0
movie,Qiz qalasi,Drama,55.0,27,6.1,1924.0
movie,Bud pripraven,Drama,50.0,19,5.5,1924.0
movie,The Passionate Adventure,Drama,,50,6.3,1924.0
movie,Poisoned Paradise,Drama,70.0,32,6.3,1924.0
movie,L'affiche,Drama,73.0,14,6.2,1924.0
